figure_name,file_location,name_stat,type_stat,name_syst,type_syst,description,paper_location,x1_name,x1_units,x2_name,x2_units,y_name,y_units
Figure17_Panel3_Et,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nc6_1sub_Har2_Pt4,TGraphErrors,sys_nc6_1sub_Har2_Pt4,TGraphAsymmErrors,"nc_2{6, Et}, standard, 1.5<pT<5.0 GeV",Page 24,Et,TeV,,,"nc_2{6, Et}",
Figure17_Panel3_NchRec,data/hist_PbPb502_binNch_bin2_paper.root,cvt_sts_nc6_1sub_Har2_Pt4,TGraphErrors,cvt_sys_nc6_1sub_Har2_Pt4,TGraphAsymmErrors,"nc_2{6, Nch}, standard, 1.5<pT<5.0 GeV",Page 24,Et,TeV,,,"nc_2{6, Nch}",
Figure18_Panel1_pt0,data/fromCanvas.root,fig18a_pad1_sts_isGauss_1sub_Har2_Pt0,TGraphAsymmErrors,fig18a_pad1_sys_isGauss_1sub_Har2_Pt0,TGraphAsymmErrors,"v_2{6, Et} / v_2{4, Et}, standard, 0.5<pT<5.0 GeV",Page 25,Et,TeV,,,"v_2{6, Et} / v_2{4, Et}",
Figure18_Panel1_pt1,data/fromCanvas.root,fig18a_pad1_sts_isGauss_1sub_Har2_Pt2,TGraphAsymmErrors,fig18a_pad1_sys_isGauss_1sub_Har2_Pt2,TGraphAsymmErrors,"v_2{6, Et} / v_2{4, Et}, standard, 1.0<pT<5.0 GeV",Page 25,Et,TeV,,,"v_2{6, Et} / v_2{4, Et}",
Figure18_Panel1_pt2,data/fromCanvas.root,fig18a_pad1_sts_isGauss_1sub_Har2_Pt4,TGraphAsymmErrors,fig18a_pad1_sys_isGauss_1sub_Har2_Pt4,TGraphAsymmErrors,"v_2{6, Et} / v_2{4, Et}, standard, 1.5<pT<5.0 GeV",Page 25,Et,TeV,,,"v_2{6, Et} / v_2{4, Et}",
Figure18_Panel1_pt3,data/fromCanvas.root,fig18a_pad1_sts_isGauss_1sub_Har2_Pt6,TGraphAsymmErrors,fig18a_pad1_sys_isGauss_1sub_Har2_Pt6,TGraphAsymmErrors,"v_2{6, Et} / v_2{4, Et}, standard, 2.0<pT<5.0 GeV",Page 25,Et,TeV,,,"v_2{6, Et} / v_2{4, Et}",
Figure18_Panel2_pt0,data/fromCanvas.root,fig18b_pad1_sts_isGauss_1sub_Har2_Pt0_map,TGraphAsymmErrors,fig18b_pad1_sys_isGauss_1sub_Har2_Pt0_map,TGraphAsymmErrors,"v_2{6, Nch} / v_2{4, Nch}, standard, 0.5<pT<5.0 GeV",Page 25,Et,TeV,,,"v_2{6, Nch} / v_2{4, Nch}",
Figure18_Panel2_pt1,data/fromCanvas.root,fig18b_pad1_sts_isGauss_1sub_Har2_Pt2_map,TGraphAsymmErrors,fig18b_pad1_sys_isGauss_1sub_Har2_Pt2_map,TGraphAsymmErrors,"v_2{6, Nch} / v_2{4, Nch}, standard, 1.0<pT<5.0 GeV",Page 25,Et,TeV,,,"v_2{6, Nch} / v_2{4, Nch}",
Figure18_Panel2_pt2,data/fromCanvas.root,fig18b_pad1_sts_isGauss_1sub_Har2_Pt4_map,TGraphAsymmErrors,fig18b_pad1_sys_isGauss_1sub_Har2_Pt4_map,TGraphAsymmErrors,"v_2{6, Nch} / v_2{4, Nch}, standard, 1.5<pT<5.0 GeV",Page 25,Et,TeV,,,"v_2{6, Nch} / v_2{4, Nch}",
Figure18_Panel2_pt3,data/fromCanvas.root,fig18b_pad1_sts_isGauss_1sub_Har2_Pt6_map,TGraphAsymmErrors,fig18b_pad1_sys_isGauss_1sub_Har2_Pt6_map,TGraphAsymmErrors,"v_2{6, Nch} / v_2{4, Nch}, standard, 2.0<pT<5.0 GeV",Page 25,Et,TeV,,,"v_2{6, Nch} / v_2{4, Nch}",
Figure19_Panel1_pt0,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nsc_1sub_Har2_Pt0,TGraphErrors,sys_nsc_1sub_Har2_Pt0,TGraphAsymmErrors,"nsc_2_3{4, Et}, standard, 0.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_3{4, Et}",
Figure19_Panel1_pt1,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nsc_1sub_Har2_Pt2,TGraphErrors,sys_nsc_1sub_Har2_Pt2,TGraphAsymmErrors,"nsc_2_3{4, Et}, standard, 1.0<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_3{4, Et}",
Figure19_Panel1_pt2,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nsc_1sub_Har2_Pt4,TGraphErrors,sys_nsc_1sub_Har2_Pt4,TGraphAsymmErrors,"nsc_2_3{4, Et}, standard, 1.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_3{4, Et}",
Figure19_Panel1_pt3,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nsc_1sub_Har2_Pt6,TGraphErrors,sys_nsc_1sub_Har2_Pt6,TGraphAsymmErrors,"nsc_2_3{4, Et}, standard, 2.0<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_3{4, Et}",
Figure19_Panel2_pt0,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nsc_1sub_Har3_Pt0,TGraphErrors,sys_nsc_1sub_Har3_Pt0,TGraphAsymmErrors,"nsc_2_4{4, Et}, standard, 0.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_4{4, Et}",
Figure19_Panel2_pt1,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nsc_1sub_Har3_Pt2,TGraphErrors,sys_nsc_1sub_Har3_Pt2,TGraphAsymmErrors,"nsc_2_4{4, Et}, standard, 1.0<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_4{4, Et}",
Figure19_Panel2_pt2,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nsc_1sub_Har3_Pt4,TGraphErrors,sys_nsc_1sub_Har3_Pt4,TGraphAsymmErrors,"nsc_2_4{4, Et}, standard, 1.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_4{4, Et}",
Figure19_Panel2_pt3,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nsc_1sub_Har3_Pt6,TGraphErrors,sys_nsc_1sub_Har3_Pt6,TGraphAsymmErrors,"nsc_2_4{4, Et}, standard, 2.0<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_4{4, Et}",
Figure19_Panel3_pt0,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nac_1sub_Har2_Pt0,TGraphErrors,sys_nac_1sub_Har2_Pt0,TGraphAsymmErrors,"nac_2{3, Et}, standard, 0.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nac_2{3, Et}",
Figure19_Panel3_pt1,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nac_1sub_Har2_Pt2,TGraphErrors,sys_nac_1sub_Har2_Pt2,TGraphAsymmErrors,"nac_2{3, Et}, standard, 1.0<pT<5.0 GeV",Page 26,Et,TeV,,,"nac_2{3, Et}",
Figure19_Panel3_pt2,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nac_1sub_Har2_Pt4,TGraphErrors,sys_nac_1sub_Har2_Pt4,TGraphAsymmErrors,"nac_2{3, Et}, standard, 1.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nac_2{3, Et}",
Figure19_Panel3_pt3,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nac_1sub_Har2_Pt6,TGraphErrors,sys_nac_1sub_Har2_Pt6,TGraphAsymmErrors,"nac_2{3, Et}, standard, 2.0<pT<5.0 GeV",Page 26,Et,TeV,,,"nac_2{3, Et}",
Figure19_Panel4_pt0,data/hist_PbPb502_binNch_bin2_paper.root,sts_nsc_1sub_Har2_Pt0,TGraphErrors,sys_nsc_1sub_Har2_Pt0,TGraphAsymmErrors,"nsc_2_3{4, Nch}, standard, 0.5<pT<5.0 GeV",Page 26,NchRec,,,,"nsc_2_3{4, Nch}",
Figure19_Panel4_pt1,data/hist_PbPb502_binNch_bin2_paper.root,sts_nsc_1sub_Har2_Pt2,TGraphErrors,sys_nsc_1sub_Har2_Pt2,TGraphAsymmErrors,"nsc_2_3{4, Nch}, standard, 1.0<pT<5.0 GeV",Page 26,NchRec,,,,"nsc_2_3{4, Nch}",
Figure19_Panel4_pt2,data/hist_PbPb502_binNch_bin2_paper.root,sts_nsc_1sub_Har2_Pt4,TGraphErrors,sys_nsc_1sub_Har2_Pt4,TGraphAsymmErrors,"nsc_2_3{4, Nch}, standard, 1.5<pT<5.0 GeV",Page 26,NchRec,,,,"nsc_2_3{4, Nch}",
Figure19_Panel4_pt3,data/hist_PbPb502_binNch_bin2_paper.root,sts_nsc_1sub_Har2_Pt6,TGraphErrors,sys_nsc_1sub_Har2_Pt6,TGraphAsymmErrors,"nsc_2_3{4, Nch}, standard, 2.0<pT<5.0 GeV",Page 26,NchRec,,,,"nsc_2_3{4, Nch}",
Figure19_Panel5_pt0,data/hist_PbPb502_binNch_bin2_paper.root,sts_nsc_1sub_Har3_Pt0,TGraphErrors,sys_nsc_1sub_Har3_Pt0,TGraphAsymmErrors,"nsc_2_4{4, Nch}, standard, 0.5<pT<5.0 GeV",Page 26,NchRec,,,,"nsc_2_4{4, Nch}",
Figure19_Panel5_pt1,data/hist_PbPb502_binNch_bin2_paper.root,sts_nsc_1sub_Har3_Pt2,TGraphErrors,sys_nsc_1sub_Har3_Pt2,TGraphAsymmErrors,"nsc_2_4{4, Nch}, standard, 1.0<pT<5.0 GeV",Page 26,NchRec,,,,"nsc_2_4{4, Nch}",
Figure19_Panel5_pt2,data/hist_PbPb502_binNch_bin2_paper.root,sts_nsc_1sub_Har3_Pt4,TGraphErrors,sys_nsc_1sub_Har3_Pt4,TGraphAsymmErrors,"nsc_2_4{4, Nch}, standard, 1.5<pT<5.0 GeV",Page 26,NchRec,,,,"nsc_2_4{4, Nch}",
Figure19_Panel5_pt3,data/hist_PbPb502_binNch_bin2_paper.root,sts_nsc_1sub_Har3_Pt6,TGraphErrors,sys_nsc_1sub_Har3_Pt6,TGraphAsymmErrors,"nsc_2_4{4, Nch}, standard, 2.0<pT<5.0 GeV",Page 26,NchRec,,,,"nsc_2_4{4, Nch}",
Figure19_Panel6_pt0,data/hist_PbPb502_binNch_bin2_paper.root,sts_nac_1sub_Har2_Pt0,TGraphErrors,sys_nac_1sub_Har2_Pt0,TGraphAsymmErrors,"nac_2{3, Nch}, standard, 0.5<pT<5.0 GeV",Page 26,NchRec,,,,"nac_2{3, Nch}",
Figure19_Panel6_pt1,data/hist_PbPb502_binNch_bin2_paper.root,sts_nac_1sub_Har2_Pt2,TGraphErrors,sys_nac_1sub_Har2_Pt2,TGraphAsymmErrors,"nac_2{3, Nch}, standard, 1.0<pT<5.0 GeV",Page 26,NchRec,,,,"nac_2{3, Nch}",
Figure19_Panel6_pt2,data/hist_PbPb502_binNch_bin2_paper.root,sts_nac_1sub_Har2_Pt4,TGraphErrors,sys_nac_1sub_Har2_Pt4,TGraphAsymmErrors,"nac_2{3, Nch}, standard, 1.5<pT<5.0 GeV",Page 26,NchRec,,,,"nac_2{3, Nch}",
Figure19_Panel6_pt3,data/hist_PbPb502_binNch_bin2_paper.root,sts_nac_1sub_Har2_Pt6,TGraphErrors,sys_nac_1sub_Har2_Pt6,TGraphAsymmErrors,"nac_2{3, Nch}, standard, 2.0<pT<5.0 GeV",Page 26,NchRec,,,,"nac_2{3, Nch}",
Figure20_Panel1_Et,data/hist_PbPb502_binFCal_bin2_paper.root,sts_nsc_1sub_Har2_Pt4,TGraphErrors,sys_nsc_1sub_Har2_Pt4,TGraphAsymmErrors,"nsc_2_3{4, Et}, standard, 1.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_3{4, Et}",
Figure20_Panel1_NchRec,data/hist_PbPb502_binNch_bin3_paper.root,cvt_sts_nsc_1sub_Har2_Pt4,TGraphErrors,cvt_sys_nsc_1sub_Har2_Pt4,TGraphAsymmErrors,"nsc_2_3{4, Nch}, standard, 1.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_3{4, Nch}",
Figure20_Panel2_Et,data/hist_PbPb502_binFCal_bin2_paper.root,sts_nsc_1sub_Har3_Pt4,TGraphErrors,sys_nsc_1sub_Har3_Pt4,TGraphAsymmErrors,"nsc_2_4{4, Et}, standard, 1.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_3{4, Et}",
Figure20_Panel2_NchRec,data/hist_PbPb502_binNch_bin3_paper.root,cvt_sts_nsc_1sub_Har3_Pt4,TGraphErrors,cvt_sys_nsc_1sub_Har3_Pt4,TGraphAsymmErrors,"nsc_2_4{4, Nch}, standard, 1.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nsc_2_3{4, Nch}",
Figure20_Panel3_Et,data/hist_PbPb502_binFCal_bin1_paper.root,sts_nac_1sub_Har2_Pt4,TGraphErrors,sys_nac_1sub_Har2_Pt4,TGraphAsymmErrors,"nac_2{3, Et}, standard, 1.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nac_2{3, Et}",
Figure20_Panel3_NchRec,data/hist_PbPb502_binNch_bin2_paper.root,cvt_sts_nac_1sub_Har2_Pt4,TGraphErrors,cvt_sys_nac_1sub_Har2_Pt4,TGraphAsymmErrors,"nac_2{3, Nch}, standard, 1.5<pT<5.0 GeV",Page 26,Et,TeV,,,"nac_2{3, Nch}",
Figure21_Panel1_pt0,data/hist_PbPb502_binCent_bin1_paper.root,sts_v4_1sub_Har2_Pt0,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt0,TGraphAsymmErrors,"v_2{4}, standard, 0.5<pT<5.0 GeV",Page 28,Centrality,,,,v_2{4},
Figure21_Panel1_pt1,data/hist_PbPb502_binCent_bin1_paper.root,sts_v4_1sub_Har2_Pt2,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt2,TGraphAsymmErrors,"v_2{4}, standard, 1.0<pT<5.0 GeV",Page 28,Centrality,,,,v_2{4},
Figure21_Panel1_pt2,data/hist_PbPb502_binCent_bin1_paper.root,sts_v4_1sub_Har2_Pt4,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt4,TGraphAsymmErrors,"v_2{4}, standard, 1.5<pT<5.0 GeV",Page 28,Centrality,,,,v_2{4},
Figure21_Panel1_pt3,data/hist_PbPb502_binCent_bin1_paper.root,sts_v4_1sub_Har2_Pt6,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt6,TGraphAsymmErrors,"v_2{4}, standard, 2.0<pT<5.0 GeV",Page 28,Centrality,,,,v_2{4},
Figure21_Panel2_pt0,data/hist_PbPb502_binFCal_bin0_paper.root,sts_v4_1sub_Har2_Pt0,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt0,TGraphAsymmErrors,"v_2{4, Et}, standard, 0.5<pT<5.0 GeV",Page 28,Et,TeV,,,"v_2{4, Et}",
Figure21_Panel2_pt1,data/hist_PbPb502_binFCal_bin0_paper.root,sts_v4_1sub_Har2_Pt2,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt2,TGraphAsymmErrors,"v_2{4, Et}, standard, 1.0<pT<5.0 GeV",Page 28,Et,TeV,,,"v_2{4, Et}",
Figure21_Panel2_pt2,data/hist_PbPb502_binFCal_bin0_paper.root,sts_v4_1sub_Har2_Pt4,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt4,TGraphAsymmErrors,"v_2{4, Et}, standard, 1.5<pT<5.0 GeV",Page 28,Et,TeV,,,"v_2{4, Et}",
Figure21_Panel2_pt3,data/hist_PbPb502_binFCal_bin0_paper.root,sts_v4_1sub_Har2_Pt6,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt6,TGraphAsymmErrors,"v_2{4, Et}, standard, 2.0<pT<5.0 GeV",Page 28,Et,TeV,,,"v_2{4, Et}",
Figure21_Panel3_pt0,data/hist_PbPb502_binNch_bin1_paper.root,sts_v4_1sub_Har2_Pt0,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt0,TGraphAsymmErrors,"v_2{4, Nch}, standard, 0.5<pT<5.0 GeV",Page 28,NchRec,,,,"v_2{4, Nch}",
Figure21_Panel3_pt1,data/hist_PbPb502_binNch_bin1_paper.root,sts_v4_1sub_Har2_Pt2,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt2,TGraphAsymmErrors,"v_2{4, Nch}, standard, 1.0<pT<5.0 GeV",Page 28,NchRec,,,,"v_2{4, Nch}",
Figure21_Panel3_pt2,data/hist_PbPb502_binNch_bin1_paper.root,sts_v4_1sub_Har2_Pt4,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt4,TGraphAsymmErrors,"v_2{4, Nch}, standard, 1.5<pT<5.0 GeV",Page 28,NchRec,,,,"v_2{4, Nch}",
Figure21_Panel3_pt3,data/hist_PbPb502_binNch_bin1_paper.root,sts_v4_1sub_Har2_Pt6,TGraphAsymmErrors,sys_v4_1sub_Har2_Pt6,TGraphAsymmErrors,"v_2{4, Nch}, standard, 2.0<pT<5.0 GeV",Page 28,NchRec,,,,"v_2{4, Nch}",
Figure22_Panel1_pt0,data/hist_PbPb502_binCent_bin2_paper.root,sts_v4_1sub_Har3_Pt0,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt0,TGraphAsymmErrors,"v_3{4}, standard, 0.5<pT<5.0 GeV",Page 28,Centrality,,,,v_3{4},
Figure22_Panel1_pt1,data/hist_PbPb502_binCent_bin2_paper.root,sts_v4_1sub_Har3_Pt2,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt2,TGraphAsymmErrors,"v_3{4}, standard, 1.0<pT<5.0 GeV",Page 28,Centrality,,,,v_3{4},
Figure22_Panel1_pt2,data/hist_PbPb502_binCent_bin2_paper.root,sts_v4_1sub_Har3_Pt4,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt4,TGraphAsymmErrors,"v_3{4}, standard, 1.5<pT<5.0 GeV",Page 28,Centrality,,,,v_3{4},
Figure22_Panel1_pt3,data/hist_PbPb502_binCent_bin2_paper.root,sts_v4_1sub_Har3_Pt6,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt6,TGraphAsymmErrors,"v_3{4}, standard, 2.0<pT<5.0 GeV",Page 28,Centrality,,,,v_3{4},
Figure22_Panel2_pt0,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v4_1sub_Har3_Pt0,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt0,TGraphAsymmErrors,"v_3{4, Et}, standard, 0.5<pT<5.0 GeV",Page 28,Et,TeV,,,"v_3{4, Et}",
Figure22_Panel2_pt1,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v4_1sub_Har3_Pt2,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt2,TGraphAsymmErrors,"v_3{4, Et}, standard, 1.0<pT<5.0 GeV",Page 28,Et,TeV,,,"v_3{4, Et}",
Figure22_Panel2_pt2,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v4_1sub_Har3_Pt4,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt4,TGraphAsymmErrors,"v_3{4, Et}, standard, 1.5<pT<5.0 GeV",Page 28,Et,TeV,,,"v_3{4, Et}",
Figure22_Panel2_pt3,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v4_1sub_Har3_Pt6,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt6,TGraphAsymmErrors,"v_3{4, Et}, standard, 2.0<pT<5.0 GeV",Page 28,Et,TeV,,,"v_3{4, Et}",
Figure22_Panel3_pt0,data/hist_PbPb502_binNch_bin2_paper.root,sts_v4_1sub_Har3_Pt0,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt0,TGraphAsymmErrors,"v_3{4, Nch}, standard, 0.5<pT<5.0 GeV",Page 28,NchRec,,,,"v_3{4, Nch}",
Figure22_Panel3_pt1,data/hist_PbPb502_binNch_bin2_paper.root,sts_v4_1sub_Har3_Pt2,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt2,TGraphAsymmErrors,"v_3{4, Nch}, standard, 1.0<pT<5.0 GeV",Page 28,NchRec,,,,"v_3{4, Nch}",
Figure22_Panel3_pt2,data/hist_PbPb502_binNch_bin2_paper.root,sts_v4_1sub_Har3_Pt4,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt4,TGraphAsymmErrors,"v_3{4, Nch}, standard, 1.5<pT<5.0 GeV",Page 28,NchRec,,,,"v_3{4, Nch}",
Figure22_Panel3_pt3,data/hist_PbPb502_binNch_bin2_paper.root,sts_v4_1sub_Har3_Pt6,TGraphAsymmErrors,sys_v4_1sub_Har3_Pt6,TGraphAsymmErrors,"v_3{4, Nch}, standard, 2.0<pT<5.0 GeV",Page 28,NchRec,,,,"v_3{4, Nch}",
Figure23_Panel1_pt0,data/hist_PbPb502_binCent_bin2_paper.root,sts_v4_1sub_Har4_Pt0,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt0,TGraphAsymmErrors,"v_4{4}, standard, 0.5<pT<5.0 GeV",Page 28,Centrality,,,,v_4{4},
Figure23_Panel1_pt1,data/hist_PbPb502_binCent_bin2_paper.root,sts_v4_1sub_Har4_Pt2,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt2,TGraphAsymmErrors,"v_4{4}, standard, 1.0<pT<5.0 GeV",Page 28,Centrality,,,,v_4{4},
Figure23_Panel1_pt2,data/hist_PbPb502_binCent_bin2_paper.root,sts_v4_1sub_Har4_Pt4,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt4,TGraphAsymmErrors,"v_4{4}, standard, 1.5<pT<5.0 GeV",Page 28,Centrality,,,,v_4{4},
Figure23_Panel1_pt3,data/hist_PbPb502_binCent_bin2_paper.root,sts_v4_1sub_Har4_Pt6,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt6,TGraphAsymmErrors,"v_4{4}, standard, 2.0<pT<5.0 GeV",Page 28,Centrality,,,,v_4{4},
Figure23_Panel2_pt0,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v4_1sub_Har4_Pt0,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt0,TGraphAsymmErrors,"v_4{4, Et}, standard, 0.5<pT<5.0 GeV",Page 28,Et,TeV,,,"v_4{4, Et}",
Figure23_Panel2_pt1,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v4_1sub_Har4_Pt2,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt2,TGraphAsymmErrors,"v_4{4, Et}, standard, 1.0<pT<5.0 GeV",Page 28,Et,TeV,,,"v_4{4, Et}",
Figure23_Panel2_pt2,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v4_1sub_Har4_Pt4,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt4,TGraphAsymmErrors,"v_4{4, Et}, standard, 1.5<pT<5.0 GeV",Page 28,Et,TeV,,,"v_4{4, Et}",
Figure23_Panel2_pt3,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v4_1sub_Har4_Pt6,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt6,TGraphAsymmErrors,"v_4{4, Et}, standard, 2.0<pT<5.0 GeV",Page 28,Et,TeV,,,"v_4{4, Et}",
Figure23_Panel3_pt0,data/hist_PbPb502_binNch_bin2_paper.root,sts_v4_1sub_Har4_Pt0,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt0,TGraphAsymmErrors,"v_4{4, Nch}, standard, 0.5<pT<5.0 GeV",Page 28,NchRec,,,,"v_4{4, Nch}",
Figure23_Panel3_pt1,data/hist_PbPb502_binNch_bin2_paper.root,sts_v4_1sub_Har4_Pt2,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt2,TGraphAsymmErrors,"v_4{4, Nch}, standard, 1.0<pT<5.0 GeV",Page 28,NchRec,,,,"v_4{4, Nch}",
Figure23_Panel3_pt2,data/hist_PbPb502_binNch_bin2_paper.root,sts_v4_1sub_Har4_Pt4,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt4,TGraphAsymmErrors,"v_4{4, Nch}, standard, 1.5<pT<5.0 GeV",Page 28,NchRec,,,,"v_4{4, Nch}",
Figure23_Panel3_pt3,data/hist_PbPb502_binNch_bin2_paper.root,sts_v4_1sub_Har4_Pt6,TGraphAsymmErrors,sys_v4_1sub_Har4_Pt6,TGraphAsymmErrors,"v_4{4, Nch}, standard, 2.0<pT<5.0 GeV",Page 28,NchRec,,,,"v_4{4, Nch}",
Figure24_Panel1_pt0,data/hist_PbPb502_binCent_bin1_paper.root,sts_v6_1sub_Har2_Pt0,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt0,TGraphAsymmErrors,"v_2{6}, standard, 0.5<pT<5.0 GeV",Page 29,Centrality,,,,v_2{6},
Figure24_Panel1_pt1,data/hist_PbPb502_binCent_bin1_paper.root,sts_v6_1sub_Har2_Pt2,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt2,TGraphAsymmErrors,"v_2{6}, standard, 1.0<pT<5.0 GeV",Page 29,Centrality,,,,v_2{6},
Figure24_Panel1_pt2,data/hist_PbPb502_binCent_bin1_paper.root,sts_v6_1sub_Har2_Pt4,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt4,TGraphAsymmErrors,"v_2{6}, standard, 1.5<pT<5.0 GeV",Page 29,Centrality,,,,v_2{6},
Figure24_Panel1_pt3,data/hist_PbPb502_binCent_bin1_paper.root,sts_v6_1sub_Har2_Pt6,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt6,TGraphAsymmErrors,"v_2{6}, standard, 2.0<pT<5.0 GeV",Page 29,Centrality,,,,v_2{6},
Figure24_Panel2_pt0,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v6_1sub_Har2_Pt0,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt0,TGraphAsymmErrors,"v_2{6, Et}, standard, 0.5<pT<5.0 GeV",Page 29,Et,TeV,,,"v_2{6, Et}",
Figure24_Panel2_pt1,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v6_1sub_Har2_Pt2,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt2,TGraphAsymmErrors,"v_2{6, Et}, standard, 1.0<pT<5.0 GeV",Page 29,Et,TeV,,,"v_2{6, Et}",
Figure24_Panel2_pt2,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v6_1sub_Har2_Pt4,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt4,TGraphAsymmErrors,"v_2{6, Et}, standard, 1.5<pT<5.0 GeV",Page 29,Et,TeV,,,"v_2{6, Et}",
Figure24_Panel2_pt3,data/hist_PbPb502_binFCal_bin1_paper.root,sts_v6_1sub_Har2_Pt6,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt6,TGraphAsymmErrors,"v_2{6, Et}, standard, 2.0<pT<5.0 GeV",Page 29,Et,TeV,,,"v_2{6, Et}",
Figure24_Panel3_pt0,data/hist_PbPb502_binNch_bin2_paper.root,sts_v6_1sub_Har2_Pt0,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt0,TGraphAsymmErrors,"v_2{6, Nch}, standard, 0.5<pT<5.0 GeV",Page 29,NchRec,,,,"v_2{6, Nch}",
Figure24_Panel3_pt1,data/hist_PbPb502_binNch_bin2_paper.root,sts_v6_1sub_Har2_Pt2,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt2,TGraphAsymmErrors,"v_2{6, Nch}, standard, 1.0<pT<5.0 GeV",Page 29,NchRec,,,,"v_2{6, Nch}",
Figure24_Panel3_pt2,data/hist_PbPb502_binNch_bin2_paper.root,sts_v6_1sub_Har2_Pt4,TGraphAsymmErrors,sys_v6_1sub_Har2_Pt4,TGraphAsymmErrors,"v_2{6, Nch}, standard, 1.5<pT<5.0 GeV",Page 29,NchRec,,,,"v_2{6, Nch}",
